,C23. Which of the following do you have access  to?:Mobile phone,C23. Which of the following do you have access  to?:Internet,C23. Which of the following do you have access  to?:Laptop or desktop or tablet,C24.2. Do you own a SIM card that you can use at any time?,C24.2a. Is the SIM card you own registered biometrically to your own National ID,C24.1. Do you personally own a mobile phone?,C25. Is your phone a smart phone or a simple mobile phone?:Smart phone,C25. Is your phone a smart phone or a simple mobile phone?:Simple phone,C25X1. Which of these things do you do when using  USSD  menus?:Get information,C25X1. Which of these things do you do when using  USSD  menus?:Send or receive,C25X1. Which of these things do you do when using  USSD  menus?:Pay for things,C25X2. Which of these things are you using  apps on your phone to do ?:Get information,C25X2. Which of these things are you using  apps on your phone to do ?:Food deliveries,C25X2. Which of these things are you using  apps on your phone to do ?:Send or receive,C25X2. Which of these things are you using  apps on your phone to do ?:Pay for things,Mobile money,Banked,Financial Access Strand,Overlaps in Financial Access
5711,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,all
5712,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5713,Yes,No,No,Yes,No,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5714,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5715,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5716,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5717,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5718,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,MM,Banked,Banked,all
5719,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5720,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5721,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5722,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5723,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5724,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,MM,Banked,Banked,all
5725,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5726,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,bank AND formal
5727,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5728,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5729,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5730,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,all
5731,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5732,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5733,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5734,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5735,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5736,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5737,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Banked,Banked,bank AND formal
5738,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5739,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5740,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,all
5741,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5742,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5743,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Banked,Banked,bank AND formal
5744,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,MM,Banked,Banked,all
5745,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5746,Yes,Yes,No,No, ,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,all
5747,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5748,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5749,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,all
5750,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5751,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5752,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,MM,Banked,Banked,all
5753,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5754,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,all
5755,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5756,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5757,Yes,No,No,Yes,Yes,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5758,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5759,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,all
5760,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5761,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5762,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5763,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5764,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5765,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Banked,Banked,all
5766,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5767,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5768,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5769,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5770,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5771,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5772,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5773,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,MM,Banked,Banked,bank AND formal
5774,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5775,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Not Banked,Other formal non-bank,informal AND formal
5776,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Banked,Banked,bank AND formal
5777,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Not Banked,Other formal non-bank,informal AND formal
5778,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,all
5779,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5780,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5781,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,bank AND formal
5782,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,bank AND formal
5783,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5784,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Banked,Banked,all
5785,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5786,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5787,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5788,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,all
5789,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5790,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Banked,Banked,all
5791,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5792,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5793,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5794,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5795,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5796,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Banked,Banked,bank AND formal
5797,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5798,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5799,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5800,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,bank AND formal
5801,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Banked,Banked,bank AND formal
5802,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5803,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5804,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5805,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,all
5806,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5807,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5808,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,MM,Banked,Banked,all
5809,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5810,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5811,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,bank AND formal
5812,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5813,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5814,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Banked,Banked,all
5815,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,MM,Banked,Banked,all
5816,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5817,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,all
5818,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Not Banked,Other formal non-bank,informal AND formal
5819,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Banked,Banked,all
5820,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5821,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5822,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5823,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Banked,Banked,all
5824,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5825,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5826,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5827,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5828,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5829,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5830,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,bank AND formal
5831,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5832,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,all
5833,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5834,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,bank AND formal
5835,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5836,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5837,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,all
5838,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,all
5839,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,MM,Banked,Banked,all
5840,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5841,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,bank AND formal
5842,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5843,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5844,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Banked,Banked,bank AND formal
5845,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5846,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Banked,Banked,all
5847,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Banked,Banked,all
5848,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5849,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5850,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5851,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5852,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5853,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,bank AND formal
5854,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5855,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5856,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Not Banked,Other formal non-bank,informal AND formal
5857,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5858,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,all
5859,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5860,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5861,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,MM,Banked,Banked,bank AND formal
5862,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5863,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5864,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5865,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,MM,Banked,Banked,all
5866,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5867,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5868,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5869,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5870,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5871,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5872,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5873,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5874,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5875,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5876,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5877,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Banked,Banked,all
5878,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5879,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,all
5880,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5881,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5882,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Banked,Banked,all
5883,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,non-bank formal only
5884,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5885,Yes,Yes,Yes,No, ,Yes,No,Yes,Yes,Yes,Yes, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5886,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,all
5887,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,MM,Banked,Banked,all
5888,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,bank AND formal
5889,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Banked,Banked,all
5890,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Banked,Banked,all
5891,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
5892,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,bank AND formal
5893,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,MM,Banked,Banked,bank AND formal
5894,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5895,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5896,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,MM,Not Banked,Other formal non-bank,informal AND formal
5897,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5898,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,MM,Not Banked,Other formal non-bank,informal AND formal
5899,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5900,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
5901,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,bank AND formal
5902,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,MM,Not Banked,Other formal non-bank,informal AND formal
5903,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
